artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
COLUMN,dav_facturaplanilla.respaldo_anulacion,Column dav_facturaplanilla.respaldo_anulacion declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.respaldo_anulacion`.","[""DB-COLUMN-80F99F0C0DA592""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.fechalegajo,Column dav_facturaplanilla.fechalegajo declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fechalegajo`.","[""DB-COLUMN-9430109BA16580""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.fecharup,Column dav_facturaplanilla.fecharup declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fecharup`.","[""DB-COLUMN-E89F52BA0CCB71""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.fechaaps,Column dav_facturaplanilla.fechaaps declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fechaaps`.","[""DB-COLUMN-2A5B92AD70A57F""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.fechalegajokpo,Column dav_facturaplanilla.fechalegajokpo declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fechalegajokpo`.","[""DB-COLUMN-007B6633A314E1""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.factura_kpo,Column dav_facturaplanilla.factura_kpo declared as tinyint,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: tinyint.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.factura_kpo`.","[""DB-COLUMN-8420BB7E315745""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.contabilizar_factura,Column dav_facturaplanilla.contabilizar_factura declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.contabilizar_factura`.","[""DB-COLUMN-0DC37482BEF876""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.contabilizar_planilla,Column dav_facturaplanilla.contabilizar_planilla declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con planilla o documento operativo/financiero generado. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.contabilizar_planilla`.","[""DB-COLUMN-48C0E1E1C1B481""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.factura_cobrada,Column dav_facturaplanilla.factura_cobrada declared as date,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: date.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.factura_cobrada`.","[""DB-COLUMN-157CF3BE79520B""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.planilla_cobrada,Column dav_facturaplanilla.planilla_cobrada declared as date,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con planilla o documento operativo/financiero generado. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: date.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.planilla_cobrada`.","[""DB-COLUMN-1D2A3522BD4BAE""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.fecha_conciliacion,Column dav_facturaplanilla.fecha_conciliacion declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fecha_conciliacion`.","[""DB-COLUMN-77D6E00B9163DA""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturasdetalle.idfacturasdetalle,Column dav_facturasdetalle.idfacturasdetalle declared as int,"En `dav_facturasdetalle`, campo obligatorio del dominio dav. Identificador o clave foranea candidata que referencia facturas o documentos economicos/comerciales, factura o documento economico/comercial. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.idfacturasdetalle`.","[""DB-COLUMN-0607E7A3483D25""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.idfacturaplanilla,Column dav_facturasdetalle.idfacturaplanilla declared as int,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.idfacturaplanilla`.","[""DB-COLUMN-028AEA8AB9C9B1""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.idconcepto,Column dav_facturasdetalle.idconcepto declared as int,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.idconcepto`.","[""DB-COLUMN-A1CFEBE5D9E445""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.concepto,Column dav_facturasdetalle.concepto declared as varchar(250) CHARACTER SET latin1,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: varchar(250) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.concepto`.","[""DB-COLUMN-6F7C327FD92AD2""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.monto,"Column dav_facturasdetalle.monto declared as decimal(13, 2)","En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: decimal(13, 2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.monto`.","[""DB-COLUMN-4D5C08DC3DDB89""]",dav,FINANCIAL_OR_COMMERCIAL
COLUMN,dav_facturasdetalle.created_by,Column dav_facturasdetalle.created_by declared as int,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.created_by`.","[""DB-COLUMN-08ED986B0ECF2C""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.created_at,Column dav_facturasdetalle.created_at declared as timestamp,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.created_at`.","[""DB-COLUMN-84FFA214204ADB""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.updated_at,Column dav_facturasdetalle.updated_at declared as timestamp,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.updated_at`.","[""DB-COLUMN-372F109513A580""]",dav,BUSINESS_DATA
COLUMN,dav_facturasdetalle.deleted_at,Column dav_facturasdetalle.deleted_at declared as timestamp,"En `dav_facturasdetalle`, campo opcional o nullable del dominio dav. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturasdetalle.deleted_at`.","[""DB-COLUMN-631FCAF592AE22""]",dav,BUSINESS_DATA
COLUMN,dav_faltadocumentos.idfaltadocumentos,Column dav_faltadocumentos.idfaltadocumentos declared as int,"En `dav_faltadocumentos`, campo obligatorio del dominio dav. Identificador o clave foranea candidata que referencia documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_faltadocumentos.idfaltadocumentos`.","[""DB-COLUMN-C0F0A8F0D898C6""]",dav,DOCUMENT_OR_FILE_REFERENCE
COLUMN,dav_faltadocumentos.idcasos,Column dav_faltadocumentos.idcasos declared as int,"En `dav_faltadocumentos`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_faltadocumentos.idcasos`.","[""DB-COLUMN-101B8BA061DE47""]",dav,BUSINESS_DATA
COLUMN,dav_faltadocumentos.idtipodocumento,Column dav_faltadocumentos.idtipodocumento declared as int,"En `dav_faltadocumentos`, campo opcional o nullable del dominio dav. Identificador o clave foranea candidata que referencia documento o soporte asociado al expediente, tipo/clasificador que parametriza la regla o pantalla. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_faltadocumentos.idtipodocumento`.","[""DB-COLUMN-4CE26BC82BAB08""]",dav,DOCUMENT_OR_FILE_REFERENCE
COLUMN,dav_faltadocumentos.responsabilidad,Column dav_faltadocumentos.responsabilidad declared as int,"En `dav_faltadocumentos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_faltadocumentos.responsabilidad`.","[""DB-COLUMN-32AE204D6F3706""]",dav,BUSINESS_DATA
COLUMN,dav_faltadocumentos.resuelto,Column dav_faltadocumentos.resuelto declared as int,"En `dav_faltadocumentos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_faltadocumentos.resuelto`.","[""DB-COLUMN-923098AB9CBA6A""]",dav,BUSINESS_DATA
COLUMN,dav_faltadocumentos.devehiculos,Column dav_faltadocumentos.devehiculos declared as int,"En `dav_faltadocumentos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_faltadocumentos.devehiculos`.","[""DB-COLUMN-D238D66AA8976B""]",dav,BUSINESS_DATA
COLUMN,dav_fechaspagodim.dim,Column dav_fechaspagodim.dim declared as varchar(20) CHARACTER SET latin1,"En `dav_fechaspagodim`, campo obligatorio del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: pago o movimiento economico. Actua como clave primaria del registro. Tipo fisico: varchar(20) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_fechaspagodim.dim`.","[""DB-COLUMN-0E74B6AEC55D52""]",dav,BUSINESS_DATA
